"drug","method","selection","n_selected_genes","n_cosmic_in_selected","n_cosmic_in_universe","odds_ratio","odds_ratio_ha","p_value","cosmic_genes_found","p_adj_bh"
"Belinostat","EN","freq50",65,11,545,16.3362325178898,16.910144952412,5.33570061977528e-10,"AKT1;CHEK2;CTNNB1;ERBB3;KMT2D;LCK;MYC;RB1;SLC34A2;TET2;WWTR1",1.08766204941573e-08
"Belinostat","EN","freq75",23,7,545,34.8490378972725,36.188486536676,9.71049064073505e-09,"AKT1;CHEK2;CTNNB1;KMT2D;MYC;SLC34A2;WWTR1",6.43320004948697e-07
"Belinostat","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"KMT2D;MYC;SLC34A2;TET2",0.00746615457546488
"I-BET-762","DSEN","freq25",83,13,545,14.9466568627142,15.3977225052442,3.94165467755367e-11,"ATM;CHEK2;CTNNB1;EGFR;EPAS1;ERBB2;ESR1;IKZF1;KDR;KMT2D;PTEN;RB1;WWTR1",1.30567311193965e-09
"I-BET-762","DSEN","freq50",17,5,545,33.0720136223632,34.9040888066605,1.66856811750526e-06,"CHEK2;CTNNB1;EGFR;PTEN;WWTR1",4.42170551138894e-05
"I-BET-762","DSEN","freq75",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"EGFR;WWTR1",0.0262698467589264
"I-BET-762","DSEN","top50",50,11,545,22.6116919889336,23.3398894033226,2.63823653470761e-11,"ATM;CHEK2;CTNNB1;EGFR;EPAS1;IKZF1;KDR;KMT2D;PTEN;RB1;WWTR1",6.99132681697517e-09
"I-BET-762","EN","freq25",46,9,545,19.4383740676461,20.2343212177695,5.26721888516822e-09,"ARHGAP5;BCL11A;CHEK2;CTNNB1;ELF4;KMT2D;MYC;SLC34A2;TET2",2.02291739792692e-08
"I-BET-762","EN","freq50",13,5,545,49.5749329143759,51.3343309571747,3.61757808027813e-07,"CHEK2;CTNNB1;KMT2D;MYC;TET2",2.17876861653115e-06
"I-BET-762","EN","freq75",5,3,545,118.460517401118,110.674838709677,1.92841309484483e-05,"CTNNB1;KMT2D;MYC",0.000189270174123659
"I-BET-762","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"BAX;BCL11A;CTNNB1;KMT2D;MYC;SLC34A2;TET2",2.05845828099622e-05
"CAY10603","DSEN","freq25",123,11,545,7.86653983428963,8.18093337490905,4.77654520931045e-07,"AKT1;CDH1;CHEK2;ERBB3;ESR1;IRS4;NDRG1;RB1;SMARCA4;SRC;WWTR1",3.95557650146021e-06
"CAY10603","DSEN","freq50",23,5,545,22.0386617080768,23.5805435407656,8.52582427404634e-06,"CHEK2;ERBB3;ESR1;NDRG1;WWTR1",0.000118912812243278
"CAY10603","DSEN","freq75",6,2,545,39.4662595243301,43.8357354594705,0.0022800244356804,"CHEK2;WWTR1",0.0262698467589264
"CAY10603","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"AKT1;CHEK2;ERBB3;ESR1;NDRG1;WWTR1",0.000135308025439973
"CAY10603","EN","freq25",351,33,545,8.62618163294898,8.73675690163495,4.14508814443013e-19,"AKT1;BAX;BAZ1A;BCL11A;CDH1;CHEK2;CHST11;CTNNB1;EGFR;ERBB2;ERBB3;ESR1;ETV4;IRS4;KMT2D;LCK;MYC;NDRG1;NFATC2;NFE2L2;NOTCH1;NRAS;PIK3CA;RAF1;RB1;SLC34A2;SMARCA4;SRC;SUZ12;TCF3;TET2;TNFAIP3;WWTR1",1.09844835827398e-16
"CAY10603","EN","freq50",96,15,545,14.9563998163627,15.3464725371943,1.28071269408146e-12,"AKT1;CDH1;CHEK2;CTNNB1;EGFR;ERBB3;ESR1;KMT2D;MYC;NFE2L2;RB1;SLC34A2;SRC;TET2;WWTR1",8.48472159828966e-11
"CAY10603","EN","freq75",31,8,545,27.7487013654294,28.8456605640772,3.57458453989782e-09,"CHEK2;CTNNB1;ERBB3;KMT2D;MYC;SLC34A2;TET2;WWTR1",4.15788199211405e-07
"CAY10603","EN","top50",50,8,545,15.1966004761939,15.9428837209302,1.97355625821647e-07,"CHST11;KMT2D;MYC;NFE2L2;NOTCH1;SLC34A2;SUZ12;TET2",4.35827007022804e-06
"Linifanib","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Linifanib","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Linifanib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Linifanib","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"Linifanib","EN","freq25",69,6,545,7.56651221683475,8.12550991367043,0.000233167223037275,"BAX;BCL2;ETV6;PIK3R1;TFE3;U2AF1",0.0004174953655735
"Linifanib","EN","freq50",14,1,545,6.06189418746964,8.74920926436078,0.162061852136361,"BAX",0.238591060089643
"Linifanib","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Linifanib","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"CBL;CDKN1B;CDKN2C;PTPN11;TFE3;U2AF1",0.000164144162009147
"BIX02189","DSEN","freq25",58,7,545,10.925666867549,11.5849041295941,8.14883754638313e-06,"AKT1;ATM;CTNND2;EXT2;NDRG1;PTEN;SRC",4.23419990155202e-05
"BIX02189","DSEN","freq50",15,3,545,19.7831813264482,22.1298064516129,0.000798978133015427,"ATM;NDRG1;SRC",0.00557182119076548
"BIX02189","DSEN","freq75",4,1,545,26.2528009503212,33.7548209366391,0.0492570741523153,"NDRG1",0.229002186848483
"BIX02189","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"ATM;CTNND2;EXT2;NDRG1;PTEN;SRC",0.000135308025439973
"BIX02189","EN","freq25",296,27,545,8.25699344566913,8.38751894200303,1.52838472316877e-15,"AKT1;ARHGAP5;ATM;BAX;CAMTA1;CCND3;CREBBP;CTNNB1;CTNND2;EXT2;IL6ST;KMT2D;MYC;NCOA4;NDRG1;NFATC2;NOTCH1;PIK3CA;PIK3R1;PRF1;PTEN;RB1;SMARCA4;SRC;SYK;TET2;TP53",1.92867596018917e-14
"BIX02189","EN","freq50",92,11,545,10.8835109669108,11.3008832289796,2.36241737167536e-08,"AKT1;BAX;CCND3;CREBBP;CTNNB1;KMT2D;MYC;NOTCH1;PTEN;RB1;SRC",2.15876070170335e-07
"BIX02189","EN","freq75",19,1,545,4.37775998507687,6.38381356563175,0.213349858922839,"RB1",0.431585592477499
"BIX02189","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"CBL;CCND3;CREBBP;MYC;NOTCH1;SMARCA4;WT1",2.05845828099622e-05
"Alectinib","DSEN","freq25",74,5,545,5.74532908518892,6.26936822419955,0.00241583000338212,"BCOR;PRDM1;STAG2;STAT3;WWTR1",0.00633856387026001
"Alectinib","DSEN","freq50",22,3,545,12.4860277287968,14.1834574028122,0.00253351374890639,"BCOR;STAG2;STAT3",0.0137016559889835
"Alectinib","DSEN","freq75",4,2,545,78.8657249878915,78.9080036798528,0.000927364968499253,"STAG2;STAT3",0.0136528731473501
"Alectinib","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"BCOR;STAG2;STAT3",0.0335160617475657
"Alectinib","EN","freq25",1,0,545,0,26.2068438741216,1,"",1
"Alectinib","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Alectinib","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Alectinib","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"HOXD13;STAG2;STAT3",0.0377295095101168
"Pelitinib","DSEN","freq25",29,3,545,9.12297147881719,10.4351795496044,0.00563349685381663,"AKT1;MAPK1;SYK",0.0123378236881108
"Pelitinib","DSEN","freq50",10,2,545,19.7243470372088,23.2049894474809,0.00661612846622142,"MAPK1;SYK",0.0287421974352242
"Pelitinib","DSEN","freq75",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"SYK",0.265817393116932
"Pelitinib","DSEN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"AKT1;CDH1;EGFR;MAPK1;NOTCH1;NRG1;SYK",1.73825365950792e-05
"Pelitinib","EN","freq25",209,13,545,5.32258271999175,5.50811740673046,2.8314113541832e-06,"BLM;BRAF;CDKN1B;DNM2;EGFR;ERG;KCNJ5;LCK;MAPK1;NOTCH1;NT5C2;RB1;SYK",7.01237391456586e-06
"Pelitinib","EN","freq50",43,5,545,10.4383519705039,11.3256244218316,0.000198362056177935,"LCK;MAPK1;NOTCH1;RB1;SYK",0.000590628594237671
"Pelitinib","EN","freq75",16,5,545,36.0753579617835,37.9401118127338,1.19010628893638e-06,"LCK;MAPK1;NOTCH1;RB1;SYK",2.10252111045426e-05
"Pelitinib","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"DNM2;EGFR;NOTCH1;WT1",0.00746615457546488
"Omipalisib","DSEN","freq25",71,3,545,3.48525342783352,4.03301153755592,0.0600758503301351,"FANCG;MAPK1;WWTR1",0.106134002249905
"Omipalisib","DSEN","freq50",19,0,545,0,2.01506498390091,1,"",1
"Omipalisib","DSEN","freq75",4,0,545,0,8.73500356451777,1,"",1
"Omipalisib","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"MAPK1;WWTR1",0.158188651880597
"Omipalisib","EN","freq25",260,22,545,7.53768346974669,7.68602115658395,2.94012914425255e-12,"BCL11A;CTNNB1;ETV4;FANCG;FOXO1;JUN;MALT1;MAP2K1;MAPK1;MYC;NFE2L2;NOTCH1;PIK3R1;POLG;PTPRT;RB1;SLC34A2;SRC;STK11;SYK;TET2;WWTR1",2.10576817088358e-11
"Omipalisib","EN","freq50",64,5,545,6.72055590900928,7.32475376829733,0.00126643865129352,"MAPK1;MYC;PIK3R1;RB1;TET2",0.00302347966299803
"Omipalisib","EN","freq75",7,0,545,0,5.24063550259701,1,"",1
"Omipalisib","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"SLC34A2;TET2;WT1",0.0377295095101168
"KIN001-236","DSEN","freq25",1,0,545,0,26.2068438741216,1,"",1
"KIN001-236","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"KIN001-236","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"KIN001-236","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"EGFR;PREX2",0.158188651880597
"KIN001-236","EN","freq25",233,20,545,7.63186824536065,7.79761663365101,2.21765101776047e-11,"BCL2;CCND2;CCND3;CTNNB1;DNM2;KDR;MYC;NF1;NOTCH1;PDGFRA;PIK3R1;PTPRD;RB1;SRC;SYK;TAF15;TCF3;TET2;UBR5;XPO1",1.43335980416226e-10
"KIN001-236","EN","freq50",59,7,545,10.7156980489169,11.363974001857,9.14639969818692e-06,"BCL2;CCND3;CTNNB1;NOTCH1;RB1;SRC;TET2",3.61760585077542e-05
"KIN001-236","EN","freq75",17,2,545,10.5251946201735,12.7232394575185,0.018870271135513,"CTNNB1;NOTCH1",0.0568252483058063
"KIN001-236","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"CCND2;CCND3;NOTCH1;PTPRD;TET2;WT1;XPO1",2.05845828099622e-05
"KIN001-244","DSEN","freq25",46,2,545,3.58593992716821,4.42869251522074,0.113505826402338,"ATM;ELF4",0.184534012249199
"KIN001-244","DSEN","freq50",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"ELF4",0.23336617495504
"KIN001-244","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"KIN001-244","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ATM;CDC73;ELF4",0.0335160617475657
"KIN001-244","EN","freq25",244,19,545,6.84772266745225,7.00722673893406,3.71357738373309e-10,"ATM;ATR;BAX;BCL2;CCND2;CCND3;CTNNB1;ELF4;IRS4;KMT2D;KRAS;MLH1;PIK3R1;RB1;SLC34A2;SRC;SYK;TET2;TMEM127",1.85678869186654e-09
"KIN001-244","EN","freq50",69,8,545,10.4569099433338,11.0125543581017,2.49479690213408e-06,"CCND3;CTNNB1;ELF4;KMT2D;PIK3R1;RB1;SRC;TET2",1.18057353404559e-05
"KIN001-244","EN","freq75",21,2,545,8.30910580233525,10.1124006321798,0.0281949098287176,"CTNNB1;PIK3R1",0.0762413378021444
"KIN001-244","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CCND3;PTPRD;TET2;TMEM127",0.00746615457546488
"WHI-P97","DSEN","freq25",52,2,545,3.15544788533959,3.90196471349067,0.138644849367965,"CTNNB1;EGFR",0.221330633027173
"WHI-P97","DSEN","freq50",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"EGFR",0.23336617495504
"WHI-P97","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"WHI-P97","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CTNNB1;EGFR;EWSR1",0.0335160617475657
"WHI-P97","EN","freq25",103,3,545,2.36819082859553,2.74681431551918,0.139924244869924,"EGFR;NF2;PTEN",0.177415908567129
"WHI-P97","EN","freq50",12,2,545,15.7906477266947,18.7841153020546,0.00954398664329954,"EGFR;PTEN",0.0197648213067167
"WHI-P97","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"WHI-P97","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"CBL;EGFR",0.156041294615249
"KIN001-260","DSEN","freq25",4,0,545,0,8.73500356451777,1,"",1
"KIN001-260","DSEN","freq50",1,0,545,0,26.2068438741216,1,"",1
"KIN001-260","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"KIN001-260","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ERBB2;NDRG1",0.158188651880597
"KIN001-260","EN","freq25",258,20,545,6.82537535936077,6.97616725211289,1.3863663952301e-10,"AKT1;ARHGEF12;ATM;BAX;CCND3;CTNNB1;DNM2;EGFR;ELF4;ERBB2;KDR;KMT2D;MYC;PIK3CA;PTEN;SLC34A2;SRC;TET2;TMEM127;XPA",7.34774189471951e-10
"KIN001-260","EN","freq50",79,10,545,11.6005926601527,12.0805473268444,5.91655141033379e-08,"AKT1;CTNNB1;DNM2;ELF4;ERBB2;MYC;PIK3CA;PTEN;SRC;TET2",4.61142977570134e-07
"KIN001-260","EN","freq75",31,6,545,19.0712173823382,20.252067091897,2.14203025183562e-06,"AKT1;CTNNB1;ERBB2;PIK3CA;PTEN;SRC",2.98756850913915e-05
"KIN001-260","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"DNM2;ELF4;TET2;TMEM127;XPA",0.00122341967851878
"KIN001-266","DSEN","freq25",118,5,545,3.50472831387617,3.83500755948767,0.0168090305647417,"ATM;CTNND2;ERBB2;MAML2;NFATC2",0.0331591269301399
"KIN001-266","DSEN","freq50",19,0,545,0,2.01506498390091,1,"",1
"KIN001-266","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"KIN001-266","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"KIN001-266","EN","freq25",221,11,545,4.1858900705217,4.36221611424534,0.000123466962864105,"ATM;EIF3E;EP300;ERBB2;ID3;KDR;MYC;NCOR2;NFATC2;POLG;TET2",0.000231148905263595
"KIN001-266","EN","freq50",27,0,545,0,1.42859761686526,1,"",1
"KIN001-266","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"KIN001-266","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ID3;NCOR2;TET2",0.0377295095101168
"Masitinib","DSEN","freq25",60,7,545,10.5134928796466,11.1513029443157,1.02431191343787e-05,"CDKN1B;CHEK2;CTNNB1;EPAS1;FHIT;NFATC2;RB1",5.12155956718937e-05
"Masitinib","DSEN","freq50",11,2,545,17.542963051012,20.7618747881664,0.00801953945548264,"CHEK2;RB1",0.0337329834238555
"Masitinib","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Masitinib","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"CDKN1B;CHEK2;CTNNB1;EPAS1;NFATC2;RB1",0.000135308025439973
"Masitinib","EN","freq25",70,7,545,8.84268598560026,9.39299892527362,2.85405177629359e-05,"CDKN1B;CHEK2;CTNNB1;IKZF1;MAX;NT5C2;RB1",5.91552437236185e-05
"Masitinib","EN","freq50",14,0,545,0,2.71023104396473,1,"",1
"Masitinib","EN","freq75",2,0,545,0,15.7237396883593,1,"",1
"Masitinib","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ASXL1;CBL;NT5C2",0.0377295095101168
"Amuvatinib","DSEN","freq25",110,12,545,9.82942509654911,10.1785688799661,1.55958094084235e-08,"BCL2;CDC73;CHEK2;CTNNB1;EGFR;ELF4;EPAS1;KDR;MYH9;PTEN;WWTR1;ZFHX3",1.79690847531836e-07
"Amuvatinib","DSEN","freq50",29,8,545,30.3853687419338,31.5304488912926,1.98823881114837e-09,"BCL2;CDC73;CHEK2;CTNNB1;EGFR;EPAS1;MYH9;PTEN",2.90775232475098e-07
"Amuvatinib","DSEN","freq75",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"MYH9",0.182431137350661
"Amuvatinib","DSEN","top50",50,10,545,20.0135557539578,20.7448559670782,5.84024470145415e-10,"BCL2;CDC73;CHEK2;CTNNB1;EGFR;ELF4;EPAS1;MYH9;PTEN;ZFHX3",2.57944140980892e-08
"Amuvatinib","EN","freq25",66,9,545,12.6146619914117,13.1901373637506,1.41673547335118e-07,"BCL2;CDC73;CTNNB1;EGFR;ELF4;MYH9;PTEN;TP53;WWTR1",4.12196415764281e-07
"Amuvatinib","EN","freq50",10,3,545,33.894286338391,36.887311827957,0.000220806189166719,"BCL2;CTNNB1;EGFR",0.000643007034386599
"Amuvatinib","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Amuvatinib","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"ID3",0.500432762988498
"MPS-1-IN-1","DSEN","freq25",35,8,545,23.6434451346328,24.6476279069767,1.02047994678713e-08,"AKT1;BAX;MET;NDRG1;PTEN;PTPRT;SRC;TEC",1.28774850427899e-07
"MPS-1-IN-1","DSEN","freq50",5,2,545,52.6641033315682,56.3615455381785,0.00153275219353312,"AKT1;NDRG1",0.0099068129582019
"MPS-1-IN-1","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"MPS-1-IN-1","DSEN","top50",50,9,545,17.5422466173562,18.2823184630414,1.14567260110989e-08,"AKT1;BAX;LRP1B;MET;NDRG1;PTEN;PTPRT;SRC;TEC",2.76002944812837e-07
"MPS-1-IN-1","EN","freq25",157,13,545,7.25373005674603,7.49940055558263,1.08863906065981e-07,"AKT1;BAX;CHEK2;ERBB2;HOXD13;MET;PIK3CA;PTEN;RAC1;RB1;SRC;STAG2;STAT3",3.24145338286349e-07
"MPS-1-IN-1","EN","freq50",32,4,545,11.3130485657316,12.4975944015163,0.00066723185689755,"AKT1;BAX;PTEN;SRC",0.00175065784235496
"MPS-1-IN-1","EN","freq75",7,2,545,31.562966672767,35.8647654093836,0.00316553868715281,"AKT1;PTEN",0.0133153611443729
"MPS-1-IN-1","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ALK;HOXD13;RAC1",0.0377295095101168
"NVP-BHG712","DSEN","freq25",64,7,545,9.77573852415217,10.3745912559041,1.57793762170396e-05,"AKT1;ATM;EGFR;IKZF1;NRG1;RB1;TP53",7.33602578511492e-05
"NVP-BHG712","DSEN","freq50",18,5,545,30.5126462457941,32.3178469866722,2.28646687009069e-06,"AKT1;ATM;IKZF1;NRG1;RB1",4.6608747736464e-05
"NVP-BHG712","DSEN","freq75",1,1,545,Inf,236.300275482094,0.012548062533097,"AKT1",0.0898712586829923
"NVP-BHG712","DSEN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"AKT1;ATM;EGFR;IKZF1;NRG1;RB1;TP53",1.73825365950792e-05
"NVP-BHG712","EN","freq25",271,29,545,9.90336590601461,10.044384786579,1.78752832728795e-18,"AKT1;ASXL1;ATM;ATR;BRAF;CREBBP;CTNNB1;EGFR;ELF4;ERBB2;ETNK1;EZH2;IKZF1;KMT2D;LCK;MAX;MYC;NOTCH1;NRAS;NRG1;NT5C2;PIK3R1;RB1;SYK;TERT;TET2;TMEM127;TP53;TSC1",2.36847503365653e-16
"NVP-BHG712","EN","freq50",85,11,545,11.9172642743576,12.3647327678756,1.01473517425032e-08,"AKT1;ELF4;ERBB2;IKZF1;KMT2D;MYC;NOTCH1;NRAS;RB1;SYK;TP53",1.12043675490139e-07
"NVP-BHG712","EN","freq75",24,4,545,15.8451851750449,17.3779474359841,0.000213445547721131,"AKT1;IKZF1;RB1;TP53",0.00157119639294721
"NVP-BHG712","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"FUBP1;NOTCH1;NRAS;NT5C2;TMEM127;TP53",0.000164144162009147
"OSI-930","DSEN","freq25",25,3,545,10.7821815523043,12.2914695340502,0.00367986491526794,"NRG1;POLQ;SRC",0.00881508253879089
"OSI-930","DSEN","freq50",7,2,545,31.562966672767,35.8647654093836,0.00316553868715281,"NRG1;SRC",0.0161320721556826
"OSI-930","DSEN","freq75",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"SRC",0.146862743717938
"OSI-930","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"CTNNB1;KMT2C;NRG1;POLQ;SRC",0.000969918303690561
"OSI-930","EN","freq25",164,11,545,5.75301507135433,5.9900512823638,8.02589771083556e-06,"BAX;CHEK2;CTNNB1;IKZF1;IL6ST;MAP2K2;NT5C2;PIK3R1;POLQ;PTPN11;SRC",1.84944599423602e-05
"OSI-930","EN","freq50",34,4,545,10.5603817955919,11.6775350801508,0.000843633605954525,"CTNNB1;NT5C2;PIK3R1;SRC",0.00217051364638785
"OSI-930","EN","freq75",7,2,545,31.562966672767,35.8647654093836,0.00316553868715281,"CTNNB1;SRC",0.0133153611443729
"OSI-930","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CBL;MAP2K2;NT5C2",0.0377295095101168
"OSI-027","DSEN","freq25",25,2,545,6.8632929837897,8.39035800270117,0.0389804704593208,"MAPK1;NDRG1",0.0717348935536112
"OSI-027","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"OSI-027","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"OSI-027","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"ATM;ERBB3;GNAS;GRIN2A;MAPK1;NDRG1",0.000135308025439973
"OSI-027","EN","freq25",317,26,545,7.33313658242231,7.45428296438884,6.35008377379635e-14,"ARID1B;CBLB;CHEK2;CTNNB1;DNM2;EGFR;ERBB3;GNAS;IKBKB;IRS4;KDR;KEAP1;KMT2D;MALT1;MAP2K1;MAPK1;MYC;NFE2L2;PIK3R1;POLG;RB1;SRC;STK11;SUZ12;TET2;WWTR1",6.00990071448583e-13
"OSI-027","EN","freq50",87,12,545,12.8492264159576,13.2864626327451,1.0209132807633e-09,"CHEK2;CTNNB1;ERBB3;KMT2D;MAP2K1;MAPK1;MYC;NFE2L2;PIK3R1;POLG;RB1;TET2",1.80361346268183e-08
"OSI-027","EN","freq75",21,4,545,18.6394918124904,20.3584487534626,0.000123860922820492,"CTNNB1;MAPK1;MYC;PIK3R1",0.0010257232671072
"OSI-027","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"KMT2D;MYC;NFE2L2;POLG;SUZ12;TET2",0.000164144162009147
"CX-5461","DSEN","freq25",167,22,545,12.3984419295803,12.6262074262252,2.98740697567326e-16,"AKT1;BAP1;BAX;CHEK2;CTNNB1;ELF4;ERBB2;FGFR1;IKZF1;KDR;KMT2D;MECOM;MET;MSH2;NDRG1;PIK3R1;RB1;SMARCA4;TBL1XR1;TLX3;TP53;WWTR1",7.91662848553414e-14
"CX-5461","DSEN","freq50",31,4,545,11.7366613326123,12.9523545706371,0.000589638558771364,"MECOM;MSH2;TP53;WWTR1",0.00434039494651143
"CX-5461","DSEN","freq75",9,2,545,22.544309150949,26.2996013492794,0.00533706401081048,"MSH2;TP53",0.0565728785145911
"CX-5461","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"KMT2D;MECOM;MSH2;TBL1XR1;TP53;WWTR1",0.000135308025439973
"CX-5461","EN","freq25",24,4,545,15.8451851750449,17.3779474359841,0.000213445547721131,"IKZF1;LCK;RB1;TP53",0.000387418288671916
"CX-5461","EN","freq50",6,1,545,15.7635313504171,21.4793388429752,0.072969780683277,"TP53",0.117908487079685
"CX-5461","EN","freq75",2,0,545,0,15.7237396883593,1,"",1
"CX-5461","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CD79B;TET2;TP53;TSC1",0.00746615457546488
"PHA-793887","DSEN","freq25",113,10,545,7.76350215187825,8.10561712607748,1.74317897649903e-06,"AKT1;CHEK2;ERBB2;ESR1;MAPK1;MDM2;MET;MSH2;NFATC2;WT1",1.18633332083164e-05
"PHA-793887","DSEN","freq50",29,2,545,5.84626029728198,7.16927322907084,0.051060949073734,"AKT1;MSH2",0.136678298025652
"PHA-793887","DSEN","freq75",7,0,545,0,5.24063550259701,1,"",1
"PHA-793887","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"AKT1;MET;MSH2;NFATC2",0.00588945112474559
"PHA-793887","EN","freq25",320,28,545,7.8995263120089,8.02015112102069,1.32063696190716e-15,"AKT1;ATM;BRAF;CHEK2;CTNNB1;DNM2;ERBB2;ERBB3;FUBP1;ID3;IRS4;KMT2D;MAP2K1;MAPK1;MDM2;MLH1;MSH2;MYC;NF1;NFATC2;PIK3CA;POLG;SLC34A2;SRC;TCF3;TET2;WWTR1;XPO1",1.74984397452699e-14
"PHA-793887","EN","freq50",98,9,545,8.07350304050347,8.46777947278814,4.2239280128654e-06,"AKT1;CHEK2;CTNNB1;KMT2D;MAPK1;MSH2;MYC;NFATC2;SLC34A2",1.89718800577853e-05
"PHA-793887","EN","freq75",38,4,545,9.31654242508213,10.3226544622426,0.00129072786434964,"AKT1;CTNNB1;KMT2D;MYC",0.00645363932174818
"PHA-793887","EN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"FUBP1;KMT2D;MLH1;MYC;SLC34A2;XPO1",0.000164144162009147
"PI-103","DSEN","freq25",124,7,545,4.7559909950744,5.06981568185859,0.00100387405428087,"DNM2;ERBB3;FANCG;IKBKB;MAPK1;SRC;STK11",0.00302302982255034
"PI-103","DSEN","freq50",26,3,545,10.3114231203309,11.7681537405628,0.00412144777581025,"ERBB3;FANCG;STK11",0.0198074284756254
"PI-103","DSEN","freq75",2,0,545,0,15.7237396883593,1,"",1
"PI-103","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ERBB3;FANCG;SRC;STK11",0.00588945112474559
"PI-103","EN","freq25",371,32,545,7.82840382867026,7.93227195615294,1.81130257357942e-17,"ARID1B;ATM;ATR;BCL2;BRAF;CBLB;CCND3;CHEK2;CREBBP;CTNNB1;DNM2;ERBB3;FANCG;FHIT;GNAS;ID3;IKBKB;KDR;KMT2D;MAP2K1;MAPK1;MYC;PIK3R1;POLG;RB1;SLC34A2;SMAD4;SRC;STK11;SUZ12;TCF3;TET2",5.83177814932604e-16
